회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)어썸리드,87773,2022,-4.73,-5.35,-4.45,-20.91,4.35,4.33,1628.99,1229.05,83.32,-67.99,1.53,3.09,5.78,-83.18,-9.44,-38.66,-6.04,-6.05,-28.97,11.99,-35.24000000000001,-3.954911606141414,-3.95,-45.61,-1.55,10.77,-3.13,714.18,3.07,4.14,14.4,-268.53,-30.94,0.2130296049023373,8.56,4.87,0.28,0.24,0.21,0.22,4.85,9.0,0.0,1,0,0,0
(주)엄지식품,41797,2022,2.29,2.95,1.52,1.43,70.44,50.04,198.43,139.69,51.55,-13.83,3.51,32.97,33.51,2.36,0.74,0.51,1.82,1.57,1.37,2.55,-14.670000000000002,16.500836863516486,16.5,77.22,-0.3,32.97,-4.7,8755.48,11.53,24.88,10.83,4.71,72.96,1.0648870975809046,10.66,5.94,2.24,1.44,1.15,1.59,4.13,21.0,0.0,1,0,0,0
(주)에니켐텍,91666,2022,-1.21,-2.04,-0.97,-1.44,82.61,15.44,414.03,322.28,47.73,-10.9,0.17,51.8,19.45,7.31,1.17,1.49,2.37,2.29,3.01,2.45,-1.330000000000001,29.395227616896864,29.4,49.43,13.1,98.41,15.98,2489.75,12.88,27.07,19.09,7.81,60.79,0.6747431882014733,7.47,6.42,1.52,0.79,0.76,1.49,1.56,18.0,0.0,1,0,0,0
(주)에스디이앤티,58322,2022,-1.07,-1.9,-0.93,-0.65,57.63,33.65,630.99,539.7,48.76,-31.28,0.81,42.55,13.68,9.36,1.51,0.86,4.74,4.6,3.07,1.42,-24.01,10.811232544184977,10.81,32.16,-1.03,6.91,-3.56,4604.74,9.68,22.73,6.81,12.63,58.76,1.4229063005569158,7.56,6.16,3.28,1.75,1.5,2.46,3.81,25.0,0.0,1,0,0,0
(주)에스디페이퍼,61943,2022,1.93,3.91,1.09,0.68,164.13,135.2,130.46,113.35,27.97,31.54,10.7,80.73,43.39,4.3,1.83,1.14,3.23,3.23,2.03,0.44,-6.39,-2.22160127788852,-2.22,-3.68,4.4,19.96,2.33,2600.17,13.52,74.63,8.42,13.56,32.29,1.6059548394325265,2.56,2.35,8.96,1.6,1.59,8.51,1.95,30.0,0.0,1,0,0,0
(주)에스비산업,72771,2022,3.55,4.33,2.43,2.36,43.12,38.45,215.17,193.98,56.01,-35.01,14.95,26.54,31.73,15.62,4.55,4.47,6.12,5.95,5.94,1.25,-18.42,-4.917031395348289,-4.92,-16.84,0.28,-3.6,0.22,2819.27,13.98,19.72,13.6,32.88,73.14,1.0280003863750051,7.45,3.82,1.44,1.02,1.0,1.4,3.52,11.0,0.0,1,0,0,0
(주)에스비정보기술,96460,2022,-0.95,-1.81,-0.69,-0.55,130.16,61.56,263.81,236.22,38.12,19.58,9.06,84.51,27.49,14.53,4.92,3.27,2.37,2.11,1.45,0.61,-33.92,37.66318549749119,37.66,39.37,29.03,-6.22,32.89,1926.92,11.09,103.97,8.82,37.11,57.67,1.2562940076857452,4.56,3.23,10.0,1.5,1.46,9.14,1.73,10.0,0.0,1,0,0,0
(주)에스쓰리알,93295,2022,-6.1,-6.77,-5.06,-3.68,94.76,41.54,486.08,291.0,74.7,-2.6,10.77,47.05,17.06,30.86,5.36,3.32,8.3,8.27,5.17,1.36,13.23,39.34309515207512,39.34,38.46,40.13,41.3,41.6,5671.35,15.1,31.44,10.98,30.2,80.26,1.374826947878356,24.47,8.43,3.36,1.61,1.6,3.03,3.39,16.0,0.0,1,0,0,0
(주)에스앤비,59338,2022,-0.11,-0.14,-0.08,-0.1,79.84,70.08,296.81,186.03,59.75,-9.45,9.41,37.43,25.2,-2.41,-0.9,-0.77,2.35,2.31,2.77,2.02,-5.53,5.375553193288539,5.38,2.91,6.91,10.16,1.48,3208.26,7.78,26.51,9.6,-7.98,43.57,0.8103731650367965,6.4,2.44,2.73,1.18,0.83,1.34,2.2,23.0,0.0,1,0,0,0
(주)에스앤씨산업,58318,2022,3.5,5.0,0.54,1.02,289.82,257.69,18.08,17.63,10.72,28.35,61.14,43.28,84.69,3.18,3.61,5.15,3.46,2.14,3.87,-2.08,-3.33,11.997115645300044,12.0,39.91,-2.8,6.06,11.62,6761.98,9.07,24.62,17.29,29.77,41.89,0.524188575982828,3.34,1.59,1.36,0.7,0.55,0.91,1.41,24.0,0.0,1,0,0,0
(주)에스앤에스,91983,2022,12.43,16.53,6.73,8.23,170.12,130.68,118.04,105.37,40.72,33.88,28.55,82.21,45.86,3.79,2.09,2.09,8.49,8.06,8.32,0.46,-17.560000000000002,45.21820761439284,45.22,57.96,5.78,-21.26,5.45,2128.22,7.04,69.42,8.6,24.26,50.02,0.8182476329173375,2.89,1.61,8.29,1.0,0.97,4.73,1.22,14.0,0.0,1,0,0,0
(주)에스에스유통,30051,2020,-3.72,-20.44,-0.75,-0.9,829.49,812.77,25.07,12.23,3.65,71.33,32.91,81.11,79.95,-21.9,-30.51,-23.67,-6.96,-9.46,-12.35,-3.26,-19.45,-14.577017188585035,-14.58,151.16,-77.72,-37.55,0.0,2168.01,7.92,1541.65,9.53,-248.37,-153.09,0.8308517328225973,59.16,1.51,323.6,1.29,0.77,1.6,1.47,23.0,0.0,1,0,0,0
(주)에스에이,68956,2022,1.59,2.94,0.91,0.4,140.99,102.12,134.67,132.18,31.05,23.09,12.93,79.42,42.61,7.4,3.12,1.34,3.63,3.48,1.53,0.41,-31.71,0.6568577329253621,0.66,1.61,-2.87,-11.72,-8.73,3540.48,9.39,52.97,4.14,32.37,71.35,2.2669880172430448,5.55,4.14,12.2,2.32,2.27,10.85,2.88,15.0,0.0,1,0,0,0
세기건설주식회사,10341,2022,-32.5,-1845.3165463413804,-3.85,-17.07,1327.81,1327.81,13.46,4.86,0.07,52.61,88.85,56.89,88.14,1.09,1.5,4.64,0.11,-1.53,-7.1,-7.57,-2.55,-8.394657890617806,-8.39,-9.6,-6.76,-16.27,-2.16,1209.02,1.8,18.65,7.98,58.16,4.64,0.2258213352673132,4.45,0.38,2.31,0.32,0.22,0.51,0.38,55.0,0.0,1,0,0,0
세목반도체,73392,2022,-1.48,-2.06,-1.21,-0.82,75.79,75.79,450.7,351.39,58.91,-15.45,11.54,48.36,18.16,-92.34,-31.73,-20.27,-27.66,-28.32,-20.22,0.75,-94.56,-9.86031575688938,-9.86,8.04,-21.97,-25.81,-5.88,-565.09,-5.88,-13.16,-3.98,0.0,0.0,1.4776076066318442,9.29,3.17,3.21,1.57,1.4,2.51,3.17,20.0,0.0,1,0,0,0
세운MPC주식회사,69079,2022,19.43,164.43,11.66,4.69,126.71,65.07,149.83,149.83,7.09,16.02,19.07,75.99,40.03,22.49,10.12,3.26,9.64,7.6,3.1,-0.61,7.719999999999999,-2.6419884302506462,-2.64,-3.89,1.54,-16.63,15.82,2385.3,19.35,772.3,7.78,41.83,50.03,2.485746556808533,8.55,5.54,106.5,3.11,2.45,10.43,3.21,14.0,0.0,1,0,0,0
세원전설주식회사,53491,2022,-5.41,-26.12,-3.38,-1.16,109.37,104.19,166.7,140.47,12.96,4.94,3.6,57.61,37.49,0.88,0.42,0.11,3.61,3.59,1.09,0.3,0.02,29.98628596606775,29.99,66.24,0.27,74.11,-1.67,1893.83,9.1,30.0,3.12,3.61,42.39,2.9146394373007896,6.95,6.62,9.52,3.7,3.29,6.88,6.32,40.0,0.0,1,0,0,0
세일단조(주),46469,2022,-0.49,-0.82,-0.38,-0.27,109.54,73.23,351.89,275.82,46.19,5.82,20.13,66.86,22.13,5.44,1.33,0.84,0.88,0.75,0.49,0.93,-5.88,22.63358028241817,22.63,45.7,-7.05,16.59,-8.11,3501.2,11.08,35.85,7.94,10.6,63.87,1.394773372818976,5.18,3.62,4.32,1.58,1.54,4.05,2.47,24.0,0.0,1,0,0,0
세일정기주식회사,71228,2019,19.0,23.95,4.65,14.7,67.64,62.28,32.41,30.74,19.41,-7.51,18.83,15.7,75.52,0.43,0.34,1.06,1.12,0.93,3.0,0.79,-2.69,-2.9316774722772547,-2.93,-22.47,1.85,-3.64,2.94,1572.42,7.62,9.3,24.1,4.38,35.22,0.3163508606516069,5.75,1.88,0.39,0.32,0.31,0.38,1.76,16.0,0.0,1,0,0,0
세종파츠플러스유한회사,93703,2022,-0.08,-0.17,-0.06,-0.03,241.6,56.79,255.25,140.19,33.19,55.88,25.46,95.34,28.15,50.27,12.56,5.31,15.28,15.26,6.45,0.19,-9.009999999999998,24.86896205717032,24.87,26.84,-5.22,20.73,147.0,11776.53,44.37,3105.95,20.82,25.48,40.84,2.130966138953814,23.46,10.42,212.36,2.37,2.37,44.51,2.5,13.0,0.0,1,0,0,0
세한비지네스폼(주),57943,2022,1.37,2.51,1.09,0.45,82.77,60.02,397.32,356.6,43.57,-12.36,1.88,59.35,20.11,-25.37,-6.72,-2.42,-5.35,-5.44,-2.0,0.51,-41.33,28.981672561039755,28.98,31.42,25.58,25.94,24.66,2186.37,9.91,28.76,4.11,-58.94,18.94,2.414525066565386,7.23,6.01,7.77,2.78,2.72,6.61,4.62,28.0,0.0,1,0,0,0
세현주택개발(주),70280,2022,-0.96,-1.61,-0.38,-10.03,5568.7,5568.7,66.15,0.24,23.7,7.77,111.7,7.92,60.19,-3.59,-2.19,-57.89,-1.21,-1.44,-38.08,16.85,-5.37,-0.9731610637118894,-0.97,-12.68,0.18,3.16,0.14,503.32,2.4,2.61,63.21,-91.59,19.92,0.0379879994708244,0.0,0.45,0.04,0.04,0.04,0.04,0.45,23.0,0.0,1,0,0,0
세화판매(주),84900,2022,-5.64,-8.72,-3.23,-2.63,113.77,88.63,134.61,122.94,37.08,7.22,4.16,59.62,42.62,12.79,5.91,4.19,9.4,9.16,7.07,1.14,-0.5200000000000014,11.672615155012618,11.67,21.93,-0.67,12.21,-1.26,2012.72,12.32,38.19,10.03,41.72,70.32,1.2277215641993455,3.72,2.89,3.78,1.41,1.3,3.03,2.26,25.0,0.0,1,0,0,0
솔텍인포넷주식회사,84979,2022,0.22,0.27,0.1,0.13,161.1,76.83,90.1,80.64,38.87,25.92,18.52,68.34,52.61,-9.74,-5.49,-6.46,-2.45,-2.46,-3.0,1.62,-14.47,-3.771268137066309,-3.77,-8.42,8.06,-3.93,8.91,3000.3,11.39,45.72,13.66,-47.28,-7.47,0.8336714974342058,4.38,2.19,3.49,0.85,0.82,2.73,1.17,23.0,0.0,1,0,0,0
송도산업주식회사,86069,2022,6.47,6.86,3.76,11.59,95.22,75.3,138.55,68.34,54.78,-1.37,27.65,27.28,41.92,3.8,1.89,4.86,4.26,3.84,11.71,3.57,-4.760000000000001,2.3754052118455484,2.38,3.16,2.09,-15.54,-0.95,1922.02,7.8,14.08,24.06,20.2,58.19,0.3241922317707263,13.86,1.41,0.58,0.39,0.33,0.45,1.21,13.0,0.0,1,0,0,0
송우전자(주),51285,2022,-7.66,-18.56,-4.8,-3.58,146.84,34.88,167.5,152.48,25.84,26.7,1.29,83.7,37.38,3.84,1.53,1.05,3.08,3.06,2.17,0.84,-0.0300000000000002,12.24943197340481,12.25,14.44,2.19,6.75,-2.62,1107.61,6.22,48.6,4.65,22.66,50.89,1.3378256841034388,8.35,5.95,10.31,1.45,1.42,8.3,1.71,32.0,0.0,1,0,0,0
스타우프코리아유한회사,97056,2022,0.45,0.57,0.31,0.48,87.08,51.09,217.59,144.97,53.55,-5.9,1.55,39.75,31.49,1.83,0.57,0.82,3.03,3.03,4.5,3.37,-0.0999999999999998,12.52769631809618,12.53,15.94,10.39,11.28,10.84,3297.5,9.27,16.18,14.59,5.63,44.85,0.6352261297367439,6.23,2.95,1.17,0.69,0.67,1.11,1.72,20.0,0.0,1,0,0,0
승산산업(주),63508,2022,0.84,1.07,0.52,0.48,142.88,136.04,163.96,106.73,48.7,17.34,0.92,57.77,37.88,2.57,1.04,0.88,2.25,2.19,1.99,1.62,-1.77,3.2634910526491248,3.26,9.57,-4.27,-1.33,-1.23,2536.9,10.62,29.03,9.78,9.05,41.67,1.0862810326256929,2.15,2.06,2.95,1.18,1.1,2.52,1.97,21.0,0.0,1,0,0,0
시공종합건설주식회사,99804,2022,-4.81,-9.07,-2.75,-2.59,209.22,191.05,133.73,96.31,30.32,45.01,0.84,86.22,42.78,3.39,1.66,1.34,2.86,2.08,1.79,0.13,-21.02,21.58034081199832,21.58,23.38,11.44,-34.03,-9.12,1384.43,5.49,149.13,5.17,25.95,41.0,1.0621221296010337,2.31,1.43,27.47,1.24,1.17,8.12,1.36,17.0,0.0,1,0,0,0
시스에너지주식회사,94346,2022,-10.22,-14.05,-5.03,-0.31,331.53,138.62,97.15,51.69,35.83,60.7,4.26,86.92,50.72,38.53,16.55,1.02,21.87,21.86,1.35,0.11,4.230000000000004,1.9532473226028684,1.95,1.03,8.57,-3.84,8.16,1588.06,40.65,750.01,2.54,40.32,80.95,15.997350861162088,177.51,35.22,306.74,16.15,16.15,127.3,18.5,7.0,0.0,1,0,0,0
시엔스(주),90316,2022,-7.24,-18.99,-5.98,-8.06,148.51,68.53,474.1,373.45,31.49,31.55,13.3,96.6,17.42,54.45,8.39,10.05,11.74,11.73,14.07,1.85,47.88,28.354815209401867,28.35,30.23,-8.97,20.66,-13.08,4694.17,14.19,648.14,19.14,52.53,81.36,0.7416057521581295,2.93,1.91,31.5,0.83,0.83,20.81,0.87,11.0,0.0,1,0,0,0
시온건설종합주식회사,100717,2022,22.13,24.66,13.38,9.77,375.24,136.59,152.83,63.46,54.25,69.09,25.13,94.19,39.55,51.39,25.03,11.8,35.1,33.64,15.94,0.93,1.0900000000000034,235.19060779896407,235.19,219.22,1670.87,-8.44,0.0,9735.41,22.49,410.03,16.41,71.92,98.33,1.3698524093153446,31.66,4.45,49.96,2.12,2.11,44.62,2.21,6.0,0.0,1,0,0,0
신광화학공업(주),64724,2022,-7.24,-9.12,-4.35,-4.8,94.28,40.57,150.34,128.92,47.66,-2.95,8.07,48.55,39.95,-16.71,-10.05,-8.85,-5.19,-5.55,-6.29,1.44,-22.72,-4.784048542867124,-4.78,7.44,-14.01,21.13,1.49,1849.02,10.4,34.91,11.49,-77.03,-45.33,0.9048815398140364,9.77,3.88,3.06,1.14,0.88,1.63,1.93,39.0,0.0,1,0,0,0
신도경금속주식회사,52737,2022,-5.4,-6.63,-4.18,-5.91,38.87,30.33,345.58,334.94,63.14,-45.95,5.06,29.22,22.44,-5.34,-1.26,-1.74,2.11,2.01,2.78,3.54,24.52,4.388488046207478,4.39,22.85,-1.71,2.86,-1.43,641.43,4.6,6.54,6.49,-26.81,51.13,0.7086373098345676,3.99,3.28,1.0,0.73,0.72,0.99,2.67,18.0,0.0,1,0,0,0
신석개발산업주식회사,82917,2022,-6.89,-10.04,-5.7,-15.6,78.7,23.71,477.08,383.93,56.75,-14.17,0.94,52.36,17.33,-69.83,-21.73,-50.89,-19.7,-20.0,-51.57,3.71,-70.14,13.108749469356583,13.11,74.25,-18.37,-31.7,-18.54,-919.92,-5.96,-16.89,-16.32,0.0,0.0,0.3654006514632639,3.52,1.62,0.76,0.43,0.39,0.69,0.89,28.0,0.0,1,0,0,0
신성메탈주식회사,74247,2022,-1.75,-3.65,-1.45,-0.81,94.11,8.86,495.64,409.55,39.74,-4.05,0.89,64.7,16.79,9.07,1.66,0.82,5.98,5.97,3.01,0.8,-14.59,25.420820692207595,25.42,39.07,6.29,19.61,2.37,4433.32,7.61,24.51,4.27,19.13,63.71,1.7834339733392837,53.9,23.59,5.81,2.03,1.98,5.21,3.21,26.0,0.0,1,0,0,0
신성전자정밀(주),15889,2022,4.0,5.24,1.62,2.04,64.36,32.03,68.19,63.51,30.97,-13.46,6.88,24.3,59.46,8.96,10.78,6.46,2.92,2.64,3.24,0.98,-5.039999999999999,4.060019884105564,4.06,-3.52,6.75,28.3,6.84,11963.6,11.78,51.67,14.77,43.76,79.26,0.7978027153788332,11.9,5.11,3.61,1.67,0.81,1.09,3.22,39.0,0.0,1,0,0,0
신스틸(주),44580,2022,4.42,7.72,2.57,2.27,185.17,145.05,139.31,94.97,33.33,33.8,44.55,73.49,41.79,8.69,3.61,3.08,6.57,6.0,5.17,0.89,-12.1,4.6056963596134,4.61,4.44,5.07,-3.85,-1.09,5583.35,8.06,32.87,7.1,43.32,72.93,1.1345316252555284,5.71,2.1,4.6,1.17,1.16,4.39,1.58,37.0,0.0,1,0,0,0
신우알앤디건설(주),80857,2022,-33.95,-40.17,-18.96,-244.16,348.85,46.61,126.48,62.2,47.2,68.35,6.34,95.82,44.15,0.4,0.21,2.27,2.06,2.01,22.02,17.38,5.630000000000001,43.215052844213744,43.22,45.47,5.73,-11.23,-6.64,1076.7,2.5,74.42,32.16,7.05,80.4,0.0776501678673157,4.43,0.5,2.23,0.09,0.09,1.91,0.1,15.0,0.0,1,0,0,0
신원약품주식회사,15956,2022,5.09,13.88,3.65,1.54,152.98,122.63,255.06,186.59,26.32,27.84,32.08,80.39,28.16,3.2,0.93,0.37,3.27,3.08,1.25,0.66,-1.4799999999999995,8.223006229820985,8.22,8.75,6.13,27.82,-0.92,3265.41,11.91,69.69,5.01,7.46,31.81,2.376583617967184,7.38,3.86,13.85,2.48,2.47,12.48,3.08,39.0,0.0,1,0,0,0
신일아이에스주식회사,77406,2022,2.6,3.01,1.59,6.0,258.04,258.04,157.45,13.97,52.84,8.58,27.9,14.01,38.84,0.88,0.35,1.28,1.81,1.7,6.42,5.49,-5.63,0.4455587951615924,0.45,5.99,-0.4,-17.02,-0.64,1917.82,3.57,4.23,13.48,9.53,80.56,0.2647882529839932,7.5,1.95,0.31,0.27,0.27,0.31,1.95,14.0,0.0,1,0,0,0
신진엠텍(주),10588,2022,-1.73,-5.18,-1.59,-2.78,89.09,42.15,1128.61,920.22,30.65,-8.17,1.69,66.73,8.14,-31.25,-3.4,-4.18,-2.55,-2.59,-3.24,1.6,6.049999999999997,131.58261186606245,135.14,167.94,88.79,41.61,79.15,846.88,0.7,2.4,1.23,-340.68,-104.33,0.5781268047450379,10.14,2.11,2.45,0.81,0.8,2.24,1.25,51.0,0.0,1,0,0,0
신창정밀,92005,2021,2.05,2.41,0.97,1.72,200.9,188.09,89.84,36.41,40.17,19.35,22.42,38.53,52.68,-13.29,-7.37,-13.34,-6.13,-6.6,-12.06,0.44,-19.06,-5.027318416334054,-5.03,-6.86,-3.84,-35.38,-4.0,689.11,5.36,8.89,9.54,-139.81,-52.74,0.5618428568406355,4.77,1.5,0.91,0.55,0.55,0.9,1.41,12.0,0.0,1,0,0,0
신한물산(주),81483,2022,1.57,2.77,0.91,0.84,144.84,59.86,136.91,94.08,32.66,17.81,11.34,57.52,42.21,4.03,1.78,1.55,0.59,0.54,0.48,0.61,1.85,9.595059498623732,9.6,24.35,-5.58,-4.96,-4.8,1682.1,12.75,31.28,11.84,13.07,42.13,1.0768274934079294,6.26,5.07,2.58,1.15,1.13,2.46,2.08,29.0,0.0,1,0,0,0
신해공영주식회사,80112,2022,-16.35,-22.42,-6.23,-10.1,242.37,241.06,61.61,55.3,27.8,48.72,34.11,82.94,61.88,4.28,3.46,4.2,4.16,0.69,1.07,-3.71,-7.04,10.624691033049796,10.62,25.14,-29.27,-45.96,20.37,2578.86,7.03,3021.31,11.39,36.85,21.1,0.6169929380571839,5.11,0.83,289.72,0.82,0.65,3.0,0.83,11.0,0.0,1,0,0,0
신화상사(주),82989,2022,-7.12,-8.45,-5.55,-1.61,71.01,32.84,353.28,318.88,65.65,-20.4,0.11,49.95,22.06,4.03,0.85,0.24,3.43,3.33,0.93,0.74,0.6500000000000004,8.8541325041062,8.85,21.32,-1.27,23.01,-0.93,2672.57,14.94,33.27,4.35,5.46,45.28,3.435858607596281,22.58,16.95,7.62,3.6,3.58,6.82,7.54,28.0,0.0,1,0,0,0
신화인터내쇼날(주),95301,2022,0.24,0.28,0.16,0.36,45.64,34.82,200.85,90.34,57.45,-16.32,0.02,13.71,33.24,0.65,0.25,0.48,0.7,0.7,1.5,2.85,-6.34,7.990467730327181,7.99,50.05,3.39,23.82,3.24,1646.91,8.04,9.83,17.88,2.68,46.87,0.4494502181124309,5.55,4.64,0.56,0.53,0.47,0.53,3.94,46.0,0.0,1,0,0,0
실란트로주식회사,90776,2022,24.36,26.27,6.51,7.43,116.38,33.26,36.5,33.9,24.79,4.07,14.42,28.9,73.26,9.67,7.15,7.72,9.57,9.55,10.84,0.67,-5.880000000000001,1.0352111808813491,1.04,-13.3,8.32,7.48,8.17,5679.17,18.51,30.45,21.12,36.57,55.84,0.8764490259069202,18.96,8.21,1.38,0.93,0.88,1.28,2.82,15.0,0.0,1,0,0,0
싸이버테크(주),89669,2022,-0.35,-0.55,-0.21,-0.12,150.84,123.67,155.39,144.13,38.55,28.69,4.45,85.13,39.16,6.57,2.28,1.36,10.62,9.23,5.52,0.05,-16.11,-15.857357143162146,-15.86,-27.17,656.55,-14.93,-7.33,4784.74,24.78,1663.68,13.53,10.05,29.32,1.8306164224310468,7.57,2.27,118.24,1.68,1.67,21.75,1.81,29.0,0.0,1,0,0,0
쌍용전기(주),53420,2022,11.97,13.96,6.34,9.84,460.89,219.14,112.38,12.02,45.41,20.42,100.7,26.08,47.08,3.81,1.84,2.73,1.27,1.23,1.86,1.32,1.4700000000000002,5.253461089389311,5.25,17.09,1.63,-0.16,1.51,2769.7,9.42,13.16,14.64,18.67,74.44,0.6437309798143578,21.96,5.95,0.91,0.67,0.66,0.88,2.66,38.0,0.0,1,0,0,0
쏠라산업개발(주),48974,2022,-5.34,-7.2,-4.82,-153.29,38.21,38.21,944.16,513.42,67.04,-30.38,0.2,18.79,9.58,0.41,0.04,1.25,-0.41,-0.62,-19.62,5.0,-1.32,-0.370759827363792,-0.37,-0.92,-0.24,-36.37,-0.26,525.46,2.8,3.46,89.13,1.4,25.79,0.0314708667893644,83.17,0.17,0.04,0.03,0.03,0.04,0.17,23.0,0.0,1,0,0,0
쓰리에이로직스주식회사,60650,2022,-1.28,-1.43,-0.65,-0.75,233.18,175.73,102.35,53.33,45.27,35.1,48.74,61.45,49.42,-3.83,-2.0,-1.98,0.94,0.88,0.91,1.61,-8.530000000000001,24.80804553935459,24.81,44.71,2.36,27.37,51.23,7007.21,11.5,74.17,13.26,-14.96,73.09,0.8667404919462295,3.06,2.24,6.73,1.01,0.96,2.27,1.67,20.0,0.0,1,0,0,0
씨.에스에프(주),39575,2022,-8.67,-11.69,-4.42,-1.34,200.84,165.35,103.74,69.63,37.78,34.46,24.13,68.64,49.08,19.79,11.26,2.34,6.87,6.71,1.73,0.24,5.239999999999998,43.97865423534572,43.98,21.95,138.13,39.46,18.32,6691.87,26.93,797.48,8.18,28.58,49.31,3.291438175726915,8.27,6.61,105.66,4.81,3.88,14.78,5.27,28.0,0.0,1,0,0,0
씨아이엠(주),64354,2022,5.98,6.65,4.96,7.64,151.31,151.31,484.57,94.97,74.61,8.34,63.83,24.58,17.11,-6.17,-1.51,-1.97,-0.08,-0.48,-0.64,1.72,-18.71,36.72686424112925,36.73,32.11,38.3,11.66,46.99,3399.74,8.99,12.09,13.84,-14.24,39.81,0.6495007595857484,8.23,3.01,1.04,0.77,0.75,1.0,3.01,22.0,0.0,1,0,0,0
씨엘에너지스틸주식회사,97492,2022,-20.51,-21.32,-14.95,-46.9,300.76,296.08,269.36,34.62,70.15,18.82,7.24,28.19,27.07,3.74,1.05,2.87,4.01,4.01,11.03,7.99,-3.85,32.72296610213236,32.72,350.72,3.93,-5.67,3.9,1207.26,5.87,8.24,18.41,15.61,91.56,0.3188599030716345,8.75,2.01,0.46,0.36,0.36,0.45,1.85,6.0,0.0,1,0,0,0
씨엘케이(주),77436,2022,-14.54,-19.63,-2.32,-10.88,510.36,510.36,18.99,12.61,11.82,43.5,15.43,54.1,84.04,2.37,2.76,8.65,-8.54,-8.7,-36.87,1.24,-5.78,23.853157580007554,23.85,127.94,-19.48,-56.89,-6.06,6502.85,11.12,95.09,52.13,16.6,34.02,0.2132999439758476,12.46,0.55,1.77,0.32,0.24,0.41,0.55,25.0,0.0,1,0,0,0
씨제이투에너지(주),93983,2022,-5.17,-22.3,-2.89,-0.04,154.88,154.88,126.69,126.69,12.97,30.67,1.81,86.56,44.11,12.32,7.01,0.07,17.48,17.12,0.19,0.08,-12.6,33.19128878214661,33.19,41.73,-4.04,27.19,0.0,655.75,55.25,1389412.5535498627,0.69,9.58,32.0,16.40479555534402,256.32,61.59551716334365,14114.97284024282,18.924957379791994,18.50793396307501,587.03,24.920921323397124,11.0,0.0,1,0,0,0
씨케이글로벌(주),58803,2022,-10.17,-12.05,-6.91,-4.52,103.6,24.77,212.17,199.9,57.37,2.31,3.21,66.34,32.03,11.32,3.77,2.27,10.26,10.24,6.45,0.83,-14.739999999999998,7.718324235492941,7.72,9.44,4.47,14.42,0.28,4296.11,12.56,46.65,8.21,27.64,59.63,1.5295035041286584,13.96,8.98,5.66,1.66,1.59,4.64,2.41,25.0,0.0,1,0,0,0
씨케이코퍼레이션즈(주),18917,2022,-4.45,-6.65,-2.14,-4.04,78.07,20.25,92.83,76.57,32.19,-8.71,0.81,31.0,51.86,8.68,9.32,10.1,3.04,3.04,5.82,1.89,5.16,-2.606031504839983,-2.61,95.2,-20.5,76.34,22.63,22529.9,13.22,39.82,24.93,40.51,68.27,0.5302600298887169,12.95,9.2,1.55,0.92,0.52,0.68,2.26,30.0,0.0,1,0,0,0
씨티엠주식회사,29866,2022,1.1,1.33,0.75,1.27,44.58,32.99,212.6,163.31,56.26,-28.95,0.37,23.29,31.99,6.14,3.18,3.24,3.08,3.03,5.04,2.93,48.61,4.75582916060189,4.76,19.05,1.07,9.49,-2.78,4906.62,8.21,23.54,13.97,23.22,58.81,0.5880323105636991,4.92,3.72,1.66,0.98,0.6,0.77,2.74,30.0,0.0,1,0,0,0
씨티전기주식회사,67195,2022,-6.43,-7.3,-2.63,-3.45,97.12,75.6,69.14,68.6,36.01,-1.17,11.81,39.39,59.12,0.63,0.44,0.5,5.1,4.95,6.77,0.98,-7.729999999999999,-8.02966721795026,-8.03,-24.04,6.56,-9.61,0.42,1799.14,6.91,16.63,9.06,5.55,46.48,0.7630648757492875,4.94,2.11,1.84,0.88,0.73,1.3,1.67,27.0,0.0,1,0,0,0
아그리젠토(주),72940,2022,3.05,4.03,1.53,1.66,174.17,100.42,101.04,88.74,37.97,32.74,36.52,76.88,49.74,6.63,3.41,3.47,6.88,6.68,7.02,1.29,4.6,6.931055026983743,6.93,7.64,4.65,13.96,21.27,3702.81,16.83,224.23,18.27,19.0,59.4,0.9212582558236528,4.15,2.06,13.45,0.98,0.95,4.07,1.24,14.0,0.0,1,0,0,0
아리아퍼니쳐(주),87584,2021,-36.95,-46.89,-27.78,-37.9,128.58,115.0,302.78,294.41,59.24,20.89,0.31,93.99,24.83,19.6,4.0,6.05,7.36,7.0,10.64,0.84,-24.4,-18.561461712952752,-18.56,-14.89,-51.38,-68.99,-38.85,1419.23,16.17,343.38,22.06,27.4,71.2,0.7329117510581236,4.8,0.81,11.81,0.66,0.66,7.97,0.72,11.0,0.0,1,0,0,0
